country,year,pop,continent,lifeExp,gdpPercap,bornPerwom
El Salvador,1992,5274649,Americas,66798,4444.2317,3.82
El Salvador,1997,5783439,Americas,69535,5154.825496,3.38
El Salvador,2002,6353681,Americas,70734,5351.568666,2.79
El Salvador,2007,6939688,Americas,71878,5728.353514,2.41
Equatorial Guinea,1952,216964,Africa,34482,375.6431231,5.59
Equatorial Guinea,1957,232922,Africa,35983,426.0964081,5.62
Equatorial Guinea,1962,249220,Africa,37485,582.8419714,5.67
Equatorial Guinea,1967,259864,Africa,38987,915.5960025,5.78
Equatorial Guinea,1972,277603,Africa,40516,672.4122571,5.81
Equatorial Guinea,1977,192675,Africa,42024,958.5668124,5.8
Equatorial Guinea,1982,285483,Africa,43662,927.8253427,5.88
Equatorial Guinea,1987,341244,Africa,45664,966.8968149,5.97
Equatorial Guinea,1992,387838,Africa,47545,1132.055034,5.98
Equatorial Guinea,1997,439971,Africa,48245,2814.480755,5.94
Equatorial Guinea,2002,495627,Africa,49348,7703.4959,5.73
Equatorial Guinea,2007,551201,Africa,51579,12154.08975,5.43
Eritrea,1952,1438760,Africa,35928,328.9405571,6.96
Eritrea,1957,1542611,Africa,38047,344.1618859,6.97
Eritrea,1962,1666618,Africa,40158,380.9958433,6.84
Eritrea,1967,1820319,Africa,42189,468.7949699,6.71
Eritrea,1972,2260187,Africa,44142,514.3242082,6.62
Eritrea,1977,2512642,Africa,44535,505.7538077,6.63
Eritrea,1982,2637297,Africa,43.89,524.8758493,6.69
Eritrea,1987,2915959,Africa,46453,521.1341333,6.55
Eritrea,1992,3668440,Africa,49991,582.8585102,6.23
Eritrea,1997,4058319,Africa,53378,913.47079,5.67
Eritrea,2002,4414865,Africa,55.24,765.3500015,5.15
Eritrea,2007,4906585,Africa,58.04,641.3695236,4.82
Ethiopia,1952,20860941,Africa,34078,362.1462796,7.2
Ethiopia,1957,22815614,Africa,36667,378.9041632,6.92
Ethiopia,1962,25145372,Africa,40059,419.4564161,6.88
Ethiopia,1967,27860297,Africa,42115,516.1186438,6.88
Ethiopia,1972,30770372,Africa,43515,566.2439442,7.06
Ethiopia,1977,34617799,Africa,44.51,556.8083834,7.2
Ethiopia,1982,38111756,Africa,44916,577.8607471,7.4
Ethiopia,1987,42999530,Africa,46684,573.7413142,7.39
Ethiopia,1992,52088559,Africa,48091,421.3534653,7.14
Ethiopia,1997,59861301,Africa,49402,515.8894013,6.86
Ethiopia,2002,67946797,Africa,50725,530.0535319,6.22
Ethiopia,2007,76511887,Africa,52947,690.8055759,5.36
Finland,1952,4090500,Europe,66.55,6424.519071,3.06
Finland,1957,4324000,Europe,67.49,7545.415386,2.86
Finland,1962,4491443,Europe,68.75,9371.842561,2.66
Finland,1967,4605744,Europe,69.83,10921.63626,2.32
Finland,1972,4639657,Europe,70.87,14358.8759,1.59
Finland,1977,4738902,Europe,72.52,15605.42283,1.69
Finland,1982,4826933,Europe,74.55,18533.15761,1.72
Finland,1987,4931729,Europe,74.83,21141.01223,1.59
Finland,1992,5041039,Europe,75.7,20647.16499,1.85
Finland,1997,5134406,Europe,77.13,23723.9502,1.75
Finland,2002,5193039,Europe,78.37,28204.59057,1.72
Finland,2007,5238460,Europe,79313,33207.0844,1.83
France,1952,42459667,Europe,67.41,7029.809327,2.76
France,1957,44310863,Europe,68.93,8662.834898,2.7
France,1962,47124000,Europe,70.51,10560.48553,2.81
France,1967,49569000,Europe,71.55,12999.91766,2.68
France,1972,51732000,Europe,72.38,16107.19171,2.33
France,1977,53165019,Europe,73.83,18292.63514,1.92
France,1982,54433565,Europe,74.89,20293.89746,1.84
France,1987,55630100,Europe,76.34,22066.44214,1.81
France,1992,57374179,Europe,77.46,24703.79615,1.72
France,1997,58623428,Europe,78.64,25889.78487,1.75
France,2002,59925035,Europe,79.59,28926.03234,1.87
France,2007,61083916,Europe,80657,30470.0167,1.97
Gabon,1952,420702,Africa,37003,4293.476475,5.07
Gabon,1957,434904,Africa,38999,4976.198099,4.93
Gabon,1962,455661,Africa,40489,6631.459222,4.97
Gabon,1967,489004,Africa,44598,8358.761987,5.14
Gabon,1972,537977,Africa,48.69,11401.94841,5.33
Gabon,1977,706367,Africa,52.79,21745.57328,5.57
Gabon,1982,753874,Africa,56564,15113.36194,5.72
Gabon,1987,880397,Africa,60.19,11864.40844,5.61
Gabon,1992,985739,Africa,61366,13522.15752,5.26
Gabon,1997,1126189,Africa,60461,14722.84188,4.81
Gabon,2002,1299304,Africa,56761,12521.71392,4.39
Gabon,2007,1454867,Africa,56735,13206.48452,4.16
Gambia,1952,284320,Africa,30,485.2306591,5.27
Gambia,1957,323150,Africa,32065,520.9267111,5.44
Gambia,1962,374020,Africa,33896,599.650276,5.67
Gambia,1967,439593,Africa,35857,734.7829124,5.94
Gambia,1972,517101,Africa,38308,756.0868363,6.19
Gambia,1977,608274,Africa,41842,884.7552507,6.33
Gambia,1982,715523,Africa,45.58,835.8096108,6.3
Gambia,1987,848406,Africa,49265,611.6588611,6.16
Gambia,1992,1025384,Africa,52644,665.6244126,6.08
Gambia,1997,1235767,Africa,55861,653.7301704,6
Gambia,2002,1457766,Africa,58041,660.5855997,5.91
Gambia,2007,1688359,Africa,59448,752.7497265,5.79
Germany,1952,69145952,Europe,67.5,7144.114393,2.11
Germany,1957,71019069,Europe,69.1,10187.82665,2.27
Germany,1962,73739117,Europe,70.3,12902.46291,2.47
Germany,1967,76368453,Europe,70.8,14745.62561,2.37
Germany,1972,78717088,Europe,71,18016.18027,1.8
Germany,1977,78160773,Europe,72.5,20512.92123,1.5
Germany,1982,78335266,Europe,73.8,22031.53274,1.46
Germany,1987,77718298,Europe,74847,24639.18566,1.43
Germany,1992,80597764,Europe,76.07,26505.30317,1.32
Germany,1997,82011073,Europe,77.34,27788.88416,1.33
Germany,2002,82350671,Europe,78.67,30035.80198,1.35
Germany,2007,82400996,Europe,79406,32170.37442,1.36
Ghana,1952,5581001,Africa,43149,911.2989371,6.42
Ghana,1957,6391288,Africa,44779,1043.561537,6.62
Ghana,1962,7355248,Africa,46452,1190.041118,6.83
Ghana,1967,8490213,Africa,48072,1125.69716,6.95
Ghana,1972,9354120,Africa,49875,1178.223708,6.92
Ghana,1977,10538093,Africa,51756,993.2239571,6.72
Ghana,1982,11400338,Africa,53744,876.032569,6.39
Ghana,1987,14168101,Africa,55729,847.0061135,5.93
Ghana,1992,16278738,Africa,57501,925.060154,5.4
Ghana,1997,18418288,Africa,58556,1005.245812,5.04
Ghana,2002,20550751,Africa,58453,1111.984578,4.68
Ghana,2007,22873338,Africa,60022,1327.60891,4.39
Greece,1952,7733250,Europe,65.86,3530.690067,2.4
Greece,1957,8096218,Europe,67.86,4916.299889,2.39
Greece,1962,8448233,Europe,69.51,6017.190733,2.32
Greece,1967,8716441,Europe,71,8513.097016,2.51
Greece,1972,8888628,Europe,72.34,12724.82957,2.55
Greece,1977,9308479,Europe,73.68,14195.52428,2.44
Greece,1982,9786480,Europe,75.24,15268.42089,2.1
Greece,1987,9974490,Europe,76.67,16120.52839,1.63
Greece,1992,10325429,Europe,77.03,17541.49634,1.42
Greece,1997,10502372,Europe,77869,18747.69814,1.35
Greece,2002,10603863,Europe,78256,22514.2548,1.34
Greece,2007,10706290,Europe,79483,27538.41188,1.44
Guatemala,1952,3146381,Americas,42023,2428.237769,7.09
Guatemala,1957,3640876,Americas,44142,2617.155967,6.94
Guatemala,1962,4208858,Americas,46954,2750.364446,6.82
Guatemala,1967,4690773,Americas,50016,3242.531147,6.71
Guatemala,1972,5149581,Americas,53738,4031.408271,6.6
Guatemala,1977,5703430,Americas,56029,4879.992748,6.48
Guatemala,1982,6395630,Americas,58137,4820.49479,6.19
Guatemala,1987,7326406,Americas,60782,4246.485974,5.66
Guatemala,1992,8486949,Americas,63373,4439.45084,5.32
Guatemala,1997,9803875,Americas,66322,4684.313807,4.9
Guatemala,2002,11178650,Americas,68978,4858.347495,4.37
Guatemala,2007,12572928,Americas,70259,5186.050003,3.7
Guinea,1952,2664249,Africa,33609,510.1964923,5.99
Guinea,1957,2876726,Africa,34558,576.2670245,6.07
Guinea,1962,3140003,Africa,35753,686.3736739,6.14
Guinea,1967,3451418,Africa,37197,708.7595409,6.18
Guinea,1972,3811387,Africa,38842,741.6662307,6.28
Guinea,1977,4227026,Africa,40762,874.6858643,6.44
Guinea,1982,4710497,Africa,42891,857.2503577,6.58
Guinea,1987,5650262,Africa,45552,805.5724718,6.64
Guinea,1992,6990574,Africa,48576,794.3484384,6.54
Guinea,1997,8048834,Africa,51455,869.4497668,6.27
Guinea,2002,8807818,Africa,53676,945.5835837,5.95
Guinea,2007,9947814,Africa,56007,942.6542111,5.58
Guinea+AC0-Bissau,1952,580653,Africa,32.5,299.850319,6.42
Guinea+AC0-Bissau,1957,601095,Africa,33489,431.7904566,5.91
Guinea+AC0-Bissau,1962,627820,Africa,34488,522.0343725,5.94
Guinea+AC0-Bissau,1967,601287,Africa,35492,715.5806402,5.99
Guinea+AC0-Bissau,1972,625361,Africa,36486,820.2245876,6.08
Guinea+AC0-Bissau,1977,745228,Africa,37465,764.7259628,6.25
Guinea+AC0-Bissau,1982,825987,Africa,39327,838.1239671,6.64
Guinea+AC0-Bissau,1987,927524,Africa,41245,736.4153921,6.72
Guinea+AC0-Bissau,1992,1050938,Africa,43266,745.5398706,6.53
Guinea+AC0-Bissau,1997,1193708,Africa,44873,796.6644681,6.11
Guinea+AC0-Bissau,2002,1332459,Africa,45504,575.7047176,5.64
Guinea+AC0-Bissau,2007,1472041,Africa,46388,579.231743,5.24
Haiti,1952,3201488,Americas,37579,1840.366939,6.3
Haiti,1957,3507701,Americas,40696,1726.887882,6.31
Haiti,1962,3880130,Americas,43.59,1796.589032,6.3
Haiti,1967,4318137,Americas,46243,1452.057666,6.03
Haiti,1972,4698301,Americas,48042,1654.456946,5.64
Haiti,1977,4908554,Americas,49923,1874.298931,5.78
Haiti,1982,5198399,Americas,51461,2011.159549,6.15
Haiti,1987,5756203,Americas,53636,1823.015995,5.8
Haiti,1992,6326682,Americas,55089,1456.309517,5.21
Haiti,1997,6913545,Americas,56671,1341.726931,4.67
Haiti,2002,7607651,Americas,58137,1270.364932,4.07
Haiti,2007,8502814,Americas,60916,1201.637154,3.58
Honduras,1952,1517453,Americas,41912,2194.926204,7.5
Honduras,1957,1770390,Americas,44665,2220.487682,7.5
Honduras,1962,2090162,Americas,48041,2291.156835,7.44
Honduras,1967,2500689,Americas,50924,2538.269358,7.42
Honduras,1972,2965146,Americas,53884,2529.842345,7.11
Honduras,1977,3055235,Americas,57402,3203.208066,6.65
Honduras,1982,3669448,Americas,60909,3121.760794,6.06
Honduras,1987,4372203,Americas,64492,3023.096699,5.44
Honduras,1992,5077347,Americas,66399,3081.694603,4.95
Honduras,1997,5867957,Americas,67659,3160.454906,4.41
Honduras,2002,6677328,Americas,68565,3099.72866,3.82
Honduras,2007,7483763,Americas,70198,3548.330846,3.2
Hong Kong,1952,2125900,Asia,60.96,3054.421209,4.41
Hong Kong,1957,2736300,Asia,64.75,3629.076457,4.75
Hong Kong,1962,3305200,Asia,67.65,4692.648272,4.98
Hong Kong,1967,3722800,Asia,70,6197.962814,3.89
Hong Kong,1972,4115700,Asia,72,8315.928145,3.02
Hong Kong,1977,4583700,Asia,73.6,11186.14125,2.31
Hong Kong,1982,5264500,Asia,75.45,14560.53051,1.75
Hong Kong,1987,5584510,Asia,76.2,20038.47269,1.39
Hong Kong,1992,5829696,Asia,77601,24757.60301,1.25
Hong Kong,1997,6495918,Asia,80,28377.63219,1.08
Hong Kong,2002,6762476,Asia,81495,30209.01516,0.96
Hong Kong,2007,6980412,Asia,82208,39724.97867,1.02
Hungary,1952,9504000,Europe,64.03,5263.673816,2.72
Hungary,1957,9839000,Europe,66.41,6040.180011,2.34
Hungary,1962,10063000,Europe,67.96,7550.359877,1.88
Hungary,1967,10223422,Europe,69.5,9326.64467,1.92
Hungary,1972,10394091,Europe,69.76,10168.65611,2.06
Hungary,1977,10637171,Europe,69.95,11674.83737,2.2
Hungary,1982,10705535,Europe,69.39,12545.99066,1.89
Hungary,1987,10612740,Europe,69.58,12986.47998,1.81
Hungary,1992,10348684,Europe,69.17,10535.62855,1.74
Hungary,1997,10244684,Europe,71.04,11712.7768,1.43
Hungary,2002,10083313,Europe,72.59,14843.93556,1.29
Hungary,2007,9956108,Europe,73338,18008.94444,1.32
Iceland,1952,147962,Europe,72.49,7267.688428,3.82
Iceland,1957,165110,Europe,73.47,9244.001412,4.18
Iceland,1962,182053,Europe,73.68,10350.15906,3.98
Iceland,1967,198676,Europe,73.73,13319.89568,3.34
Iceland,1972,209275,Europe,74.46,15798.06362,2.88
Iceland,1977,221823,Europe,76.11,19654.96247,2.49
Iceland,1982,233997,Europe,76.99,23269.6075,2.23
Iceland,1987,244676,Europe,77.23,26923.20628,2.13
Iceland,1992,259012,Europe,78.77,25144.39201,2.17
Iceland,1997,271192,Europe,78.95,28061.09966,2.07
Iceland,2002,288030,Europe,80.5,31163.20196,2.01
Iceland,2007,301931,Europe,81757,36180.78919,2.1
India,1952,372000000,Asia,37373,546.5657493,5.9
India,1957,409000000,Asia,40249,590.061996,5.9
India,1962,454000000,Asia,43605,658.3471509,5.89
India,1967,506000000,Asia,47193,700.7706107,5.75
India,1972,567000000,Asia,50651,724.032527,5.44
India,1977,634000000,Asia,54208,813.337323,5.03
India,1982,708000000,Asia,56596,855.7235377,4.7
India,1987,788000000,Asia,58553,976.5126756,4.31
India,1992,872000000,Asia,60223,1164.406809,3.88
India,1997,959000000,Asia,61765,1458.817442,3.51
India,2002,1034172547,Asia,62879,1746.769454,3.18
India,2007,1110396331,Asia,64698,2452.210407,2.82
Indonesia,1952,82052000,Asia,37468,749.6816546,5.46
Indonesia,1957,90124000,Asia,39918,858.9002707,5.67
Indonesia,1962,99028000,Asia,42518,849.2897701,5.65
Indonesia,1967,109343000,Asia,45964,762.4317721,5.58
Indonesia,1972,121282000,Asia,49203,1111.107907,5.34
Indonesia,1977,136725000,Asia,52702,1382.702056,4.81
Indonesia,1982,153343000,Asia,56159,1516.872988,4.17
Indonesia,1987,169276000,Asia,60137,1748.356961,3.47
Indonesia,1992,184816000,Asia,62681,2383.140898,2.93
Indonesia,1997,199278000,Asia,66041,3119.335603,2.58
Indonesia,2002,211060000,Asia,68588,2873.91287,2.51
Indonesia,2007,223547000,Asia,70.65,3540.651564,2.51
Iran,1952,17272000,Asia,44869,3035.326002,6.91
Iran,1957,19792000,Asia,47181,3290.257643,6.92
Iran,1962,22874000,Asia,49325,4187.329802,6.91
Iran,1967,26538000,Asia,52469,5906.731805,6.7
Iran,1972,30614000,Asia,55234,9613.818607,6.29
Iran,1977,35480679,Asia,57702,11888.59508,6.29
Iran,1982,43072751,Asia,59.62,7608.334602,6.52
Iran,1987,51889696,Asia,63.04,6642.881371,5.76
Iran,1992,60397973,Asia,65742,7235.653188,4.14
Iran,1997,63327987,Asia,68042,8263.590301,2.73
Iran,2002,66907826,Asia,69451,9240.761975,2
Iran,2007,69453570,Asia,70964,11605.71449,1.79
Iraq,1952,5441766,Asia,45.32,4129.766056,7.44
Iraq,1957,6248643,Asia,48437,6229.333562,6.23
Iraq,1962,7240260,Asia,51457,8341.737815,6.51
Iraq,1967,8519282,Asia,54459,8931.459811,7.3
Iraq,1972,10061506,Asia,56.95,9576.037596,7.23
Iraq,1977,11882916,Asia,60413,14688.23507,6.83
Iraq,1982,14173318,Asia,62038,14517.90711,6.41
Iraq,1987,16543189,Asia,65044,11643.57268,6.11
Iraq,1992,17861905,Asia,59461,3745.640687,5.7
Iraq,1997,20775703,Asia,58811,3076.239795,5.22
Iraq,2002,24001816,Asia,57046,4390.717312,4.71
Iraq,2007,27499638,Asia,59545,4471.061906,4.55
Ireland,1952,2952156,Europe,66.91,5210.280328,3.41
Ireland,1957,2878220,Europe,68.9,5599.077872,3.57
Ireland,1962,2830000,Europe,70.29,6631.597314,3.98
Ireland,1967,2900100,Europe,71.08,7655.568963,3.86
Ireland,1972,3024400,Europe,71.28,9530.772896,3.79
Ireland,1977,3271900,Europe,72.03,11150.98113,3.34
Ireland,1982,3480000,Europe,73.1,12618.32141,2.79
Ireland,1987,3539900,Europe,74.36,13872.86652,2.23
Ireland,1992,3557761,Europe,75467,17558.81555,1.92
Ireland,1997,3667233,Europe,76122,24521.94713,1.92
Ireland,2002,3879155,Europe,77783,34077.04939,1.96
Ireland,2007,4109086,Europe,78885,40675.99635,1.99
Israel,1952,1620914,Asia,65.39,4086.522128,4.32
Israel,1957,1944401,Asia,67.84,5385.278451,3.92
Israel,1962,2310904,Asia,69.39,7105.630706,3.83
Israel,1967,2693585,Asia,70.75,8393.741404,3.8
Israel,1972,3095893,Asia,71.63,12786.93223,3.8
Israel,1977,3495918,Asia,73.06,13306.61921,3.51
Israel,1982,3858421,Asia,74.45,15367.0292,3.17
Israel,1987,4203148,Asia,75.6,17122.47986,3.06
Israel,1992,4936550,Asia,76.93,18051.52254,2.95
Israel,1997,5531387,Asia,78269,20896.60924,2.92
Israel,2002,6029529,Asia,79696,21905.59514,2.91
Israel,2007,6426679,Asia,80745,25523.2771,2.93
Italy,1952,47666000,Europe,65.94,4931.404155,2.37
Italy,1957,49182000,Europe,67.81,6248.656232,2.29
Italy,1962,50843200,Europe,69.24,8243.58234,2.47
Italy,1967,52667100,Europe,71.06,10022.40131,2.52
Italy,1972,54365564,Europe,72.19,12269.27378,2.35
Italy,1977,56059245,Europe,73.48,14255.98475,1.94
Italy,1982,56535636,Europe,74.98,16537.4835,1.55
Italy,1987,56729703,Europe,76.42,19207.23482,1.36
Italy,1992,56840847,Europe,77.44,22013.64486,1.27
Italy,1997,57479469,Europe,78.82,24675.02446,1.23
Italy,2002,57926999,Europe,80.24,27968.09817,1.29
Italy,2007,58147733,Europe,80546,28569.7197,1.4
Jamaica,1952,1426095,Americas,58.53,2898.530881,4.13
Jamaica,1957,1535090,Americas,62.61,4756.525781,5.02
Jamaica,1962,1665128,Americas,65.61,5246.107524,5.63
Jamaica,1967,1861096,Americas,67.51,6124.703451,5.79
Jamaica,1972,1997616,Americas,69,7433.889293,5.11
Jamaica,1977,2156814,Americas,70.11,6650.195573,4.12
Jamaica,1982,2298309,Americas,71.21,6068.05135,3.56
Jamaica,1987,2326606,Americas,71.77,6351.237495,3.14
Jamaica,1992,2378618,Americas,71766,7404.923685,2.86
Jamaica,1997,2531311,Americas,72262,7121.924704,2.7
Jamaica,2002,2664659,Americas,72047,6994.774861,2.48
Jamaica,2007,2780132,Americas,72567,7320.880262,2.29
Japan,1952,86459025,Asia,63.03,3216.956347,3.07
Japan,1957,91563009,Asia,65.5,4317.694365,2.21
Japan,1962,95831757,Asia,68.73,6576.649461,2.01
Japan,1967,100825279,Asia,71.43,9847.788607,2.04
Japan,1972,107188273,Asia,73.42,14778.78636,2.11
Japan,1977,113872473,Asia,75.38,16610.37701,1.89
Japan,1982,118454974,Asia,77.11,19384.10571,1.76
Japan,1987,122091325,Asia,78.67,22375.94189,1.66
Japan,1992,124329269,Asia,79.36,26824.89511,1.5
Japan,1997,125956499,Asia,80.69,28816.58499,1.37
Japan,2002,127065841,Asia,82,28604.5919,1.3
Japan,2007,127467972,Asia,82603,31656.06806,1.33
Jordan,1952,607914,Asia,43158,1546.907807,7.39
Jordan,1957,746559,Asia,45669,1886.080591,7.37
Jordan,1962,933559,Asia,48126,2348.009158,7.9
Jordan,1967,1255058,Asia,51629,2741.796252,8.03
Jordan,1972,1613551,Asia,56528,2110.856309,7.82
Jordan,1977,1937652,Asia,61134,2852.351568,7.46
Jordan,1982,2347031,Asia,63739,4161.415959,7.07
Jordan,1987,2820042,Asia,65869,4448.679912,6.15
Jordan,1992,3867409,Asia,68015,3431.593647,5.1
Jordan,1997,4526235,Asia,69772,3645.379572,4.35
Jordan,2002,5307470,Asia,71263,3844.917194,3.88
Jordan,2007,6053193,Asia,72535,4519.461171,3.71
Kenya,1952,6464046,Africa,42.27,853.540919,7.45
Kenya,1957,7454779,Africa,44686,944.4383152,7.76
Kenya,1962,8678557,Africa,47949,896.9663732,8.04
Kenya,1967,10191512,Africa,50654,1056.736457,8.13
Kenya,1972,12044785,Africa,53559,1222.359968,8.01
Kenya,1977,14500404,Africa,56155,1267.613204,7.7
Kenya,1982,17661452,Africa,58766,1348.225791,7.27
Kenya,1987,21198082,Africa,59339,1361.936856,6.6
Kenya,1992,25020539,Africa,59285,1341.921721,5.76
Kenya,1997,28263827,Africa,54407,1360.485021,5.35
Kenya,2002,31386842,Africa,50992,1287.514732,5.04
Kenya,2007,35610177,Africa,54.11,1463.249282,4.68
North Korea,1952,8865488,Asia,50056,1088.277758,3.25
North Korea,1957,9411381,Asia,54081,1571.134655,5.03
North Korea,1962,10917494,Asia,56656,1621.693598,4.17
North Korea,1967,12617009,Asia,59942,2143.540609,4.26
North Korea,1972,14781241,Asia,63983,3701.621503,4.05
North Korea,1977,16325320,Asia,67159,4106.301249,3.03
North Korea,1982,17647518,Asia,69.1,4106.525293,2.73
North Korea,1987,19067554,Asia,70647,4106.492315,2.43
North Korea,1992,20711375,Asia,69978,3726.063507,2.24
North Korea,1997,21585105,Asia,67727,1690.756814,2.04
North Korea,2002,22215365,Asia,66662,1646.758151,1.99
North Korea,2007,23301725,Asia,67297,1593.06548,2
Kuwait,1952,160000,Asia,55565,108382.3529,7.21
Kuwait,1957,212846,Asia,58033,113523.1329,7.2
Kuwait,1962,358266,Asia,60.47,95458.11176,7.31
Kuwait,1967,575003,Asia,64624,80894.88326,7.4
Kuwait,1972,841934,Asia,67712,109347867,6.84
Kuwait,1977,1140357,Asia,69343,59265.47714,5.77
Kuwait,1982,1497494,Asia,71309,31354.03573,5.02
Kuwait,1987,1891487,Asia,74174,28118.42998,3.78
Kuwait,1992,1418095,Asia,75.19,34932.91959,2.68
Kuwait,1997,1765345,Asia,76156,40300.61996,2.86
Kuwait,2002,2111561,Asia,76904,35110.10566,2.69
Kuwait,2007,2505559,Asia,77588,47306.98978,2.4
Lebanon,1952,1439529,Asia,55928,4834.804067,5.74
Lebanon,1957,1647412,Asia,59489,6089.786934,5.74
Lebanon,1962,1886848,Asia,62094,5714.560611,5.69
Lebanon,1967,2186894,Asia,63.87,6006.983042,5.3
Lebanon,1972,2680018,Asia,65421,7486.384341,4.73
Lebanon,1977,3115787,Asia,66099,8659.696836,4.27
Lebanon,1982,3086876,Asia,66983,7640.519521,3.8
Lebanon,1987,3089353,Asia,67926,5377.091329,3.28
Lebanon,1992,3219994,Asia,69292,6890.806854,2.84
Lebanon,1997,3430388,Asia,70265,8754.96385,2.47
Lebanon,2002,3677780,Asia,71028,9313.93883,2.04
Lebanon,2007,3921278,Asia,71993,10461.05868,1.63
Lesotho,1952,748747,Africa,42138,298.8462121,5.84
Lesotho,1957,813338,Africa,45047,335.9971151,5.86
Lesotho,1962,893143,Africa,47747,411.8006266,5.82
Lesotho,1967,996380,Africa,48492,498.6390265,5.8
Lesotho,1972,1116779,Africa,49767,496.5815922,5.8
Lesotho,1977,1251524,Africa,52208,745.3695408,5.71
Lesotho,1982,1411807,Africa,55078,797.2631074,5.49
Lesotho,1987,1599200,Africa,57.18,773.9932141,5.17
Lesotho,1992,1803195,Africa,59685,977.4862725,4.76
Lesotho,1997,1982823,Africa,55558,1186.147994,4.39
Lesotho,2002,2046772,Africa,44593,1275.184575,3.86
Lesotho,2007,2012649,Africa,42592,1569.331442,3.41
Liberia,1952,863308,Africa,38.48,575.5729961,6.26
Liberia,1957,975950,Africa,39486,620.9699901,6.34
Liberia,1962,1112796,Africa,40502,634.1951625,6.45
Liberia,1967,1279406,Africa,41536,713.6036483,6.58
Liberia,1972,1482628,Africa,42614,803.0054535,6.78
Liberia,1977,1703617,Africa,43764,640.3224383,6.93
Liberia,1982,1956875,Africa,44852,572.1995694,6.96
Liberia,1987,2269414,Africa,46027,506.1138573,6.75
Liberia,1992,1912974,Africa,40802,636.6229191,6.34
Liberia,1997,2200725,Africa,42221,609.1739508,6.06
Liberia,2002,2814651,Africa,43753,531.4823679,5.72
Liberia,2007,3193942,Africa,45678,414.5073415,5.28
Libya,1952,1019729,Africa,42723,2387.54806,7.19
Libya,1957,1201578,Africa,45289,3448.284395,7.22
Libya,1962,1441863,Africa,47808,6757.030816,7.31
Libya,1967,1759224,Africa,50227,18772.75169,7.91
Libya,1972,2183877,Africa,52773,21011.49721,8.14
Libya,1977,2721783,Africa,57442,21951.21176,7.74
Libya,1982,3344074,Africa,62155,17364.27538,6.83
Libya,1987,3799845,Africa,66234,11770.5898,5.79
Libya,1992,4364501,Africa,68755,9640.138501,4.38
Libya,1997,4759670,Africa,71555,9467.446056,3.27
Libya,2002,5368585,Africa,72737,9534.677467,2.67
Libya,2007,6036914,Africa,73952,12057.49928,2.44
Madagascar,1952,4762912,Africa,36681,1443.011715,7.3
Madagascar,1957,5181679,Africa,38865,1589.20275,7.3
Madagascar,1962,5703324,Africa,40848,1643.38711,7.3
Madagascar,1967,6334556,Africa,42881,1634.047282,7.3
Madagascar,1972,7082430,Africa,44851,1748.562982,7.22
Madagascar,1977,8007166,Africa,46881,1544.228586,6.98
Madagascar,1982,9171477,Africa,48969,1302.878658,6.55
Madagascar,1987,10568642,Africa,49.35,1155.441948,6.27
Madagascar,1992,12210395,Africa,52214,1040.67619,6.12
Madagascar,1997,14165114,Africa,54978,986.2958956,5.84
Madagascar,2002,16473477,Africa,57286,894.6370822,5.34
Madagascar,2007,19167654,Africa,59443,1044.770126,4.87
Malawi,1952,2917802,Africa,36256,369.1650802,6.82
Malawi,1957,3221238,Africa,37207,416.3698064,6.88
Malawi,1962,3628608,Africa,38.41,427.9010856,6.99
Malawi,1967,4147252,Africa,39487,495.5147806,7.18
Malawi,1972,4730997,Africa,41766,584.6219709,7.39
Malawi,1977,5637246,Africa,43767,663.2236766,7.59
Malawi,1982,6502825,Africa,45642,632.8039209,7.62
Malawi,1987,7824747,Africa,47457,635.5173634,7.29
Malawi,1992,10014249,Africa,49.42,563.2000145,6.68
Malawi,1997,10419991,Africa,47495,692.2758103,6.31
Malawi,2002,11824495,Africa,45009,665.4231186,6.05
Malawi,2007,13327079,Africa,48303,759.3499101,5.73
Malaysia,1952,6748378,Asia,48463,1831.132894,6.29
Malaysia,1957,7739235,Asia,52102,1810.066992,6.38
Malaysia,1962,8906385,Asia,55737,2036.884944,6.35
Malaysia,1967,10154878,Asia,59371,2277.742396,5.53
Malaysia,1972,11441462,Asia,63.01,2849.09478,4.76
Malaysia,1977,12845381,Asia,65256,3827.921571,4.25
Malaysia,1982,14441916,Asia,68,4920.355951,3.97
Malaysia,1987,16331785,Asia,69.5,5249.802653,3.7
Malaysia,1992,18319502,Asia,70693,7277.912802,3.47
Malaysia,1997,20476091,Asia,71938,10132.90964,3.15
Malaysia,2002,22662365,Asia,73044,10206.97794,2.54
Malaysia,2007,24821286,Asia,74241,12451.6558,2.22
Mali,1952,3838168,Africa,33685,452.3369807,6.73
Mali,1957,4241884,Africa,35307,490.3821867,6.89
Mali,1962,4690372,Africa,36936,496.1743428,6.99
Mali,1967,5212416,Africa,38487,545.0098873,7.09
Mali,1972,5828158,Africa,39977,581.3688761,7.15
Mali,1977,6491649,Africa,41714,686.3952693,7.15
Mali,1982,6998256,Africa,43916,618.0140641,7.15
Mali,1987,7634008,Africa,46364,684.1715576,7.16
Mali,1992,8416215,Africa,48388,739.014375,7.15
Mali,1997,9384984,Africa,49903,790.2579846,6.98
Mali,2002,10580176,Africa,51818,951.4097518,6.86
Mali,2007,12031795,Africa,54467,1042.581557,6.72
Mauritania,1952,1022556,Africa,40543,743.1159097,6.3
Mauritania,1957,1076852,Africa,42338,846.1202613,6.69
